"AccName","GbifKey","OrigName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep"
"Rubus arduennensis Lib. ex Lej.",2990967,"Rubus arduennensis Lib. ex Lej.","Rubus arduennensis",2688,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus armeniacus Focke",2996525,"Rubus armeniacus Focke","Rubus armeniacus",2689,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus arrhenii Lange",3000093,"Rubus arrhenii Lange","Rubus arrhenii",2690,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus atrichantherus E.H.L.Krause",2991282,"Rubus atrichantherus E. H. L. Krause","Rubus atrichantherus",2691,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus atrovinosus H.E.Weber",2998748,"Rubus atrovinosus H. E. Weber","Rubus atrovinosus",2692,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus axillaris Lej.",2992592,"Rubus axillaris Lej.","Rubus axillaris",2693,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus balticus (Focke) Krause",7998178,"Rubus balticus (Focke) E. H. L. Krause","Rubus balticus",2694,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus barberi H.E.Weber",2999487,"Rubus barberi H. E. Weber","Rubus barberi",2695,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus baruthicus H.E.Weber",2989601,"Rubus baruthicus H. E. Weber","Rubus baruthicus",2696,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus bavaricus (Focke) Hruby",8413777,"Rubus bavaricus (Focke) Hruby","Rubus bavaricus",2697,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus bertramii G.Braun ex Focke",2994551,"Rubus bertramii G. Braun","Rubus bertramii",2698,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus betckei T.Marsson",2993951,"Rubus betckei T. Marsson","Rubus betckei",2699,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus bifrons Vest ex Tratt.",2995779,"Rubus bifrons Vest","Rubus bifrons",2700,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus bombycinus Matzk.",9062099,"Rubus bombycinus Matzk.","Rubus bombycinus",2701,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus bonus-henricus Matzk.",8751472,"Rubus bonus-henricus Matzk.","Rubus bonus",2702,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus braeuckeri G.Braun",7530086,"Rubus braeuckeri G. Braun","Rubus braeuckeri",2703,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus braeuckeriformis H.E.Weber",2998259,"Rubus braeuckeriformis H. E. Weber","Rubus braeuckeriformis",2704,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus bregutiensis Kern. ex Focke",2993791,"Rubus bregutiensis A. Kern. ex Focke","Rubus bregutiensis",2705,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus buhnensis (G.Braun ex Focke) G.Braun",7588119,"Rubus buhnensis (G. Braun ex Focke) G. Braun","Rubus buhnensis",2706,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus caesius L.",2995209,"Rubus caesius L.","Rubus caesius",2707,"P","p",5,7,3,"sv","so","a1","SC","se, in","se, zo","XF, AO","B","H1, L5, T1, T2","Intermediate"
"Rubus caflischii Focke",7971799,"Rubus caflischii Focke","Rubus caflischii",2708,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus calvus H.E.Weber",2995958,"Rubus calvus H. E. Weber","Rubus calvus",2709,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus calyculatus Kaltenb.",2998969,"Rubus calyculatus Kaltenb.","Rubus calyculatus",2710,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus camptostachys G.Braun",4938434,"Rubus camptostachys G. Braun","Rubus camptostachys",2711,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus canadensis L.",2991408,"Rubus canadensis L.","Rubus canadensis",2712,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus canaliculatus P.J.Müll.",7597485,"Rubus canaliculatus P. J. Müll.","Rubus canaliculatus",2713,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus canescens DC.",2991626,"Rubus canescens DC.","Rubus canescens",2714,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus caninitergi H.E.Weber",2989628,"Rubus caninitergi H. E. Weber","Rubus caninitergi",2715,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus cardiophyllus Lefèvre & P.J.Müll.",2990923,"Rubus cardiophyllus P. J. Müll. & Lefèvre","Rubus cardiophyllus",2716,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus carduelis Matzk.",8771535,"Rubus carduelis Matzk.","Rubus carduelis",2717,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus chaerophyllus Sagorski & W.Schultze ex Sagorski",2997802,"Rubus chaerophyllus Sagorski & W. Schultze","Rubus chaerophyllus",2718,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus chamaemorus L.",2998290,"Rubus chamaemorus L.","Rubus chamaemorus",2719,"P","p",5,6,2,"vvs","do",NA,NA,"in","zo","X","B","S1","Yes"
"Rubus chloocladus W.C.R.Watson",2999707,"Rubus chloocladus W. C. R. Watson","Rubus chloocladus",2720,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus chlorothyrsos Focke",3853578,"Rubus chlorothyrsos Focke","Rubus chlorothyrsos",2721,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus christianseniorum H.E.Weber",8152505,"Rubus christianseniorum H. E. Weber","Rubus christianseniorum",2722,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus cimbricus Focke",2991692,"Rubus cimbricus Focke","Rubus cimbricus",2723,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus cinerascens Weihe ex Lej. & Court.",2995861,"Rubus cinerascens Weihe ex Lej. & Courtois","Rubus cinerascens",2724,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus circipanicus E.H.L.Krause",8055124,"Rubus circipanicus E. H. L. Krause","Rubus circipanicus",2725,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus clusii Borbás ex Sabr.",7373834,"Rubus clusii Borbás","Rubus clusii",2726,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus condensatus P.J.Müll.",2992165,"Rubus condensatus P. J. Müll.","Rubus condensatus",2727,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus confusidens H.E.Weber",2990979,"Rubus confusidens H. E. Weber","Rubus confusidens",2728,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus conothyrsoides H.E.Weber",2988667,"Rubus conothyrsoides H. E. Weber","Rubus conothyrsoides",2729,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus conspicuus P.J.Müll. ex Wirtg.",8372046,"Rubus conspicuus P. J. Müll. ex Wirtg.","Rubus conspicuus",2730,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus constrictus Lefèvre & P.J.Müll.",2999327,"Rubus constrictus P. J. Müll. & Lefèvre","Rubus constrictus",2731,"P","p",NA,NA,NA,"sv","ms",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus contractipes H.E.Weber",2996087,"Rubus contractipes H. E. Weber","Rubus contractipes",2732,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus cordiformis H.E.Weber & Martensen",2992130,"Rubus cordiformis H. E. Weber & Martensen","Rubus cordiformis",2733,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus correctispinosus H.E.Weber",2997246,"Rubus correctispinosus H. E. Weber","Rubus correctispinosus",2734,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus crassidens H.E.Weber",2998128,"Rubus crassidens H. E. Weber","Rubus crassidens",2735,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus curvaciculatus Walsemann ex H.E.Weber",2999366,"Rubus curvaciculatus Walsemann ex H. E. Weber","Rubus curvaciculatus",2737,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus cuspidatus P.J.Müll.",2993649,"Rubus cuspidatus P. J. Müll.","Rubus cuspidatus",2738,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus dasyphyllus (Rogers) Rogers",7782051,"Rubus dasyphyllus (Rogers) Marshall","Rubus dasyphyllus",2739,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus dechenii Wirtg.",7664957,"Rubus dechenii Wirtg.","Rubus dechenii",2740,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus decurrentispinus H.E.Weber",2999573,"Rubus decurrentispinus H. E. Weber","Rubus decurrentispinus",2741,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus perdemissus H.E.Weber & Martensen",3854477,"Rubus demissus H. E. Weber & Martensen","Rubus perdemissus",2742,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus dethardingii Krause",2988702,"Rubus dethardingii E. H. L. Krause","Rubus dethardingii",2743,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus agricastrorum A.Beek",9777013,"Rubus discors A. Beek","Rubus agricastrorum",2744,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus dissimulans Lindeb.",2988670,"Rubus dissimulans Lindeb.","Rubus dissimulans",2745,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus distortifolius Matzk.",9214830,"Rubus distortifolius Matzk.","Rubus distortifolius",2746,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus distractus P.J.Müll. ex Wirtgen",8223299,"Rubus distractus P. J. Müll. ex Wirtg.","Rubus distractus",2747,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus divaricatus P.J.Müll.",2991260,"Rubus divaricatus P. J. Müll.","Rubus divaricatus",2748,"P","p",6,6,1,"sv","ms",NA,"SC","se, in","se, zo","XF","B","T1",NA
"Rubus dollnensis Sprib.",2991473,"Rubus dollnensis Sprib.","Rubus dollnensis",2749,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus drejeri Jensen",7537181,"Rubus drejeri Jensen ex Lange","Rubus drejeri",2750,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus echinosepalus H.E.Weber",2999360,"Rubus echinosepalus H. E. Weber","Rubus echinosepalus",2751,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus edeesii H.E.Weber & A.L.Bull",2991458,"Rubus edeesii H. E. Weber & A. L. Bull","Rubus edeesii",2752,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus egregius Focke",2992026,"Rubus egregius Focke","Rubus egregius",2753,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus egregiusculus (Frid. & Gelert) E.H.L.Krause",7428522,"Rubus egregiusculus (Frid.) E. H. L. Krause","Rubus egregiusculus",2754,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus eiderianus (K.Frid.) I.E.Weber",7497545,"Rubus eideranus (Frid.) H. E. Weber","Rubus eiderianus",2755,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus eifeliensis Wirtg.",2990818,"Rubus eifeliensis Wirtg.","Rubus eifeliensis",2756,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus elatior Focke ex Gremli",8427819,"Rubus elatior Focke ex Gremli","Rubus elatior",2757,"P","p",6,7,2,"sv","ms",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus elegantispinosus (Schumacher) H.E.Weber",2994335,"Rubus elegantispinosus (A. Schumach.) H. E. Weber","Rubus elegantispinosus",2758,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus epipsilos Focke",2993651,"Rubus epipsilos Focke","Rubus epipsilos",2759,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus erubescens Wirtg.",7515994,"Rubus erubescens Wirtg.","Rubus erubescens",2760,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus erythrocomos G.Braun",8196967,"Rubus erythrocomos G. Braun","Rubus erythrocomos",2761,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus euryanthemus W.C.R.Watson",2994052,"Rubus euryanthemus W. C. R. Watson","Rubus euryanthemus",2762,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fabrimontanus Sprib.",3000216,"Rubus fabrimontanus Sprib.","Rubus fabrimontanus",2764,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fasciculatiformis H.E.Weber",2993635,"Rubus fasciculatiformis H. E. Weber","Rubus fasciculatiformis",2765,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fasciculatus P.J.Müll.",7970538,"Rubus fasciculatus P. J. Müll.","Rubus fasciculatus",2766,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus ferocior H.E.Weber",3000092,"Rubus ferocior H. E. Weber","Rubus ferocior",2767,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fimbriifolius P.J.Müll. & Wirtg.",7844299,"Rubus fimbriifolius P. J. Müll. & Wirtg.","Rubus fimbriifolius",2768,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fioniae Neuman",7473333,"Rubus fioniae Frid. & Gelert ex Neumann","Rubus fioniae",2769,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus firmus Frid. ex J.Utsch",7736142,"Rubus firmus Frid. & Gelert ex Utsch","Rubus firmus",2770,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus flaccidus P.J.Müll.",8230864,"Rubus flaccidus P. J. Müll.","Rubus flaccidus",2771,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus flexuosus P.J.Müll. & Lefèvre",8252148,"Rubus flexuosus P. J. Müll. & Lefèvre","Rubus flexuosus",2772,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus foliosus Weihe & Nees",7880586,"Rubus foliosus Weihe","Rubus foliosus",2773,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus franconicus H.E.Weber",2993630,"Rubus franconicus H. E. Weber","Rubus franconicus",2774,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus frederici A.Beek",2999815,"Rubus frederici Beek","Rubus frederici",2775,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus frisicus (Friderichsen ex Focke) Focke",7354707,"Rubus frisicus (Frid. ex Focke) Focke","Rubus frisicus",2776,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fuernrohrii H.E.Weber",2989535,"Rubus fuernrohrii H. E. Weber","Rubus fuernrohrii",2777,"P","p",6,6,1,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus fuscus Weihe & Nees",8128432,"Rubus fuscus Weihe","Rubus fuscus",2778,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus galeatus H.E.Weber",2998254,"Rubus galeatus H. E. Weber","Rubus galeatus",2779,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus gelertii Frid.",2990153,"Rubus gelertii Frid.","Rubus gelertii",2780,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus geminatus H.E.Weber",2991475,"Rubus geminatus H. E. Weber","Rubus geminatus",2781,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus geniculatus Kaltenb.",2994736,"Rubus geniculatus Kaltenb.","Rubus geniculatus",2782,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus glandisepalus H.E.Weber",2998885,"Rubus glandisepalus H. E. Weber","Rubus glandisepalus",2783,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus glandithyrsos G.Braun",4938438,"Rubus glandithyrsos G. Braun","Rubus glandithyrsos",2784,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus glauciformis Gust. ex H.Hyl.",8238184,"Rubus glauciformis Gust. ex H. Hyl.","Rubus glauciformis",2785,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus glaucovirens G.Maass",2994610,"Rubus glaucovirens C. A. Maass","Rubus glaucovirens",2786,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus godronii Lecoq & Lamotte",2995413,"Rubus godronii Lecoq & Lamotte","Rubus godronii",2787,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus goniophorus H.E.Weber",2998559,"Rubus goniophorus H. E. Weber","Rubus goniophorus",2788,"P","p",7,7,1,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus gothicus E.H.L.Krause",8418921,"Rubus gothicus Frid. & Gelert ex E. H. L. Krause","Rubus gothicus",2789,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus grabowskii Weihe",2989267,"Rubus grabowskii Weihe","Rubus grabowskii",2790,"P","p",6,7,2,"sv","ms",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus gracilis J.Presl & C.Presl",7879078,"Rubus gracilis J. Presl & C. Presl","Rubus gracilis",2791,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus gratus Focke",2994157,"Rubus gratus Focke","Rubus gratus",2792,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus adornatoides H.E.Weber",2998139,"Rubus adornatoides H. E. Weber","Rubus adornatoides",2793,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus gremlii Focke",7815706,"Rubus gremlii Focke","Rubus gremlii",2794,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus holandrei P.J.Müll.",7929530,"Rubus grossus H. E. Weber","Rubus holandrei",2795,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus guentheri Weihe & Nees",7623210,"Rubus guentheri Weihe","Rubus guentheri",2796,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus guestphalicoides H.E.Weber",2998758,"Rubus guestphalicoides H. E. Weber","Rubus guestphalicoides",2797,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus guestphalicus (Focke) Utsch",8035312,"Rubus guestphalicus (Focke) Utsch","Rubus guestphalicus",2798,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hadracanthos G.Braun",8248858,"Rubus hadracanthos G. Braun","Rubus hadracanthos",2799,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus haesitans H.O.Martensen & Walsemann",2999958,"Rubus haesitans Martensen & Walsemann","Rubus haesitans",2800,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hallandicus (F.Aresch.) Neuman",8169043,"Rubus hallandicus (Gabr. ex F. Aresch.) Neuman","Rubus hallandicus",2801,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hassicus H.E.Weber",2989661,"Rubus hassicus H. E. Weber","Rubus hassicus",2802,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hastiferus H.E.Weber",2997407,"Rubus hastiferus H. E. Weber","Rubus hastiferus",2803,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus henrici-weberi A.van de Beek",2999710,"Rubus henrici-weberi Beek","Rubus henrici",2804,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hercynicus G.Braun",8393516,"Rubus hercynicus G. Braun","Rubus hercynicus",2805,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hevellicus (E.H.L.Krause) E.H.L.Krause",2992810,"Rubus hevellicus (E. H. L. Krause) E. H. L. Krause","Rubus hevellicus",2806,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hilsianus H.E.Weber",2999322,"Rubus hilsianus H. E. Weber","Rubus hilsianus",2807,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hirsutior Fitschen ex H.E.Weber",2988721,"Rubus hirsutior Fitschen ex H. E. Weber","Rubus hirsutior",2808,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hirtifolius P.J.Müll. & Wirtg.",2990593,"Rubus hirtifolius P. J. Müll. & Wirtg.","Rubus hirtifolius",2809,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hirtus Waldst. & Kit.",2989697,"Rubus hirtus Waldst. & Kit. s. l.","Rubus hirtus",2810,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus histriculus H.E.Weber",2999861,"Rubus histriculus H. E. Weber","Rubus histriculus",2811,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus horridus Schultz",7910635,"Rubus horridus Schultz","Rubus horridus",2812,"P","p",5,7,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hostilis P.J.Müll. & Wirtg. ex Focke",7507986,"Rubus hostilis P. J. Müll. & Wirtg.","Rubus hostilis",2813,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hypomalacus Focke",2994419,"Rubus hypomalacus Focke","Rubus hypomalacus",2814,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus hystricopsis (Frid.) A.Gust.",2998323,"Rubus hystricopsis (Frid.) Å. Gust.","Rubus hystricopsis",2815,"P","p",6,8,3,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus idaeus L.",2993094,"Rubus idaeus L.","Rubus idaeus",2816,"P","p",5,6,2,"sv","so","h","SI","se, in","se, zo","X","BH","T2","Intermediate"
"Rubus iuvenis A.van de Beek",2997310,"Rubus ignoratiformis H. E. Weber","Rubus iuvenis",2817,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus ignoratus H.E.Weber",2998745,"Rubus ignoratus H. E. Weber","Rubus ignoratus",2818,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus imbricatus Hort",2991799,"Rubus imbricatus Hort","Rubus imbricatus",2819,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus imitans H.E.Weber",2998873,"Rubus imitans H. E. Weber","Rubus imitans",2820,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus immodicus A.Schumacher ex H.E.Weber",2997591,"Rubus immodicus A. Schumach. ex H. E. Weber","Rubus immodicus",2821,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus incisior H.E.Weber",2995942,"Rubus incisior H. E. Weber","Rubus incisior",2822,"P","p",5,6,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus indusiatus Focke",2990518,"Rubus indusiatus Focke","Rubus indusiatus",2823,"P","p",6,7,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus infestus Weihe",7448986,"Rubus infestus Weihe","Rubus infestus",2824,"P","p",7,8,2,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus inhorrens (Focke) Holzf.",7668671,"Rubus inhorrens (Focke) Holzfuß","Rubus inhorrens",2825,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus insulariopsis H.E.Weber",2998398,"Rubus insulariopsis H. E. Weber","Rubus insulariopsis",2826,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T2",NA
"Rubus integribasis P.J.Müll. ex Boulay",2993012,"Rubus integribasis P. J. Müll. ex Boulay","Rubus integribasis",2827,"P","p",NA,NA,NA,"sv","so",NA,"SC","se, in","se, zo","XF","B","T1",NA
