"SciName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep","AccName","GbifKey"
"Alchemilla versipila Buser","Alchemilla versipila",125,"H","p",6,10,5,"sv","so","a2",NA,NA,NA,NA,"AD",NA,NA,"Alchemilla versipila Buser","3028566"
"Alchemilla vulgaris L.","Alchemilla vulgaris",126,"H","p",6,8,3,"sv","so, gm, gd, am, ad","a2",NA,NA,NA,NA,"AD","L5.2.2, L5.2.3, T1.3, T3.1.1, T3.1.2, T7.1.2, T7.1.3, T8.1.2, T9.2.1",NA,"Alchemilla vulgaris L.","7890713"
"Alchemilla xanthochlora Rothm.","Alchemilla xanthochlora",127,"H","p",5,10,6,"sv","so","a2",NA,NA,NA,NA,"AD","L5.2.2, L5.2.3, T1.3, T3.1.1, T3.1.2, T7.1.2, T7.1.3, T8.1.2, T9.2.1, T9.2.6",NA,"Alchemilla xanthochlora Rothm.","3028198"
"Aldrovanda vesiculosa L.","Aldrovanda vesiculosa",128,"A, G","p",7,8,2,"vvs","so","h","SC","kl","se","AO","AB","L3.3.4","No","Aldrovanda vesiculosa L.","3190715"
"Alisma gramineum Lej.","Alisma gramineum",129,"A, G","p",7,8,2,"sv","so","h","SC","wi, in","ab, zo","AFXF","AB","L3.1.4.1, L3.1.5, L3.1.6, L3.2.4.1, L3.2.5, L3.2.6, L3.3.4.1, L3.5.4.1, L3.6.4.1, L3.7.4.1, L3.8.4.1, L3.9.4.1, L3.9.5, L3.9.6","Intermediate","Alisma gramineum Lej.","2865152"
"Alisma lanceolatum With.","Alisma lanceolatum",130,"A, G","p",6,7,2,"sv","so","h","SC","wi, in","ab, zo","AFXF","AB","L3.1.5, L3.2.5, L3.9.5, L4.4, T7.3.2","Intermediate","Alisma lanceolatum With.","2865125"
"Alisma plantago-aquatica L. s. str.","Alisma plantago",131,"A, G","p",7,8,2,"sv","so","h","SC, C","wi, in","ab, zo","AFXF","AB","L3.1, L3.1.5, L3.2.5, L3.6, L3.9.5, L4.4","Intermediate","Alisma plantago-aquatica L.","2865100"
"Alliaria petiolata (M. Bieb.) Cavara & Grande","Alliaria petiolata",132,"C, H","a, p",4,6,3,"s","so","h","SC","se, in","se, zo","AF","AB","L5.2, T1.1, T1.3, T2.2","Intermediate","Alliaria petiolata (M.Bieb.) Cavara & Grande","5376075"
"Allium angulosum L.","Allium angulosum",133,"G","p",7,8,2,"sv","so","a2",NA,"se, in","se, zo",NA,"B","L3.1.5, L3.2.5, L3.9.5, T7.3.2",NA,"Allium angulosum L.","2855717"
"Allium atropurpureum Waldst. & Kit.","Allium atropurpureum",134,"G","p",6,6,1,"s","so","a2",NA,"in","zo",NA,"B",NA,NA,"Allium atropurpureum Waldst. & Kit.","2856009"
"Allium carinatum L. s. str.","Allium carinatum",135,"G","p",6,7,2,"vvs","so","a2",NA,"in","zo",NA,"B","T6.2.2.2.3",NA,"Allium carinatum L.","2855968"
"Allium cepa L.","Allium cepa",136,"G, H","p",6,8,3,"s","so","a3","SC","se, in","se, zo","X","B",NA,"Intermediate","Allium cepa L.","2857697"
"Allium cirrhosum Vand.","Allium carinatum",137,"G","p",7,8,2,"s","so","a2",NA,"in","zo",NA,"B","T6.2.1.4",NA,"Allium carinatum L.","2855968"
"Allium fistulosum L.","Allium fistulosum",138,"G, H","p",6,8,3,"s","so","a2",NA,"ge, in","se, zo",NA,"B",NA,NA,"Allium fistulosum L.","2856504"
"Allium flavum L.","Allium flavum",139,"G","p",6,8,3,"s","so","a2",NA,"in","zo",NA,"B",NA,NA,"Allium flavum L.","2856261"
"Allium kochii Lange","Allium vineale",140,"G","p",6,8,3,"vvs","so","a2",NA,"in","zo",NA,"B",NA,NA,"Allium vineale L.","7792960"
"Allium strictum Schrad.","Allium strictum",141,"G","p",6,8,3,"sv","so","g3",NA,"in","zo",NA,"B","T6.1.2.3","Yes","Allium strictum Schrad.","2856145"
"Allium nigrum L.","Allium nigrum",142,"G","p",5,6,2,"vvs","so","a2","SI","in","zo","X","B","T9.1.1.3","Yes","Allium nigrum L.","2855823"
"Allium oleraceum L.","Allium oleraceum",143,"G","p",7,8,2,"vvs","so","a3",NA,"in","zo",NA,"B","T6.2.1.4, T6.2.2.2, T9.1.2.1, T9.3.2.1","Yes","Allium oleraceum L.","2857071"
"Allium paradoxum (M. Bieb.) G. Don","Allium paradoxum",144,"G","p",4,5,2,"v","so","a2",NA,"in","zo",NA,"B","L5.2.3, T1.3",NA,"Allium paradoxum G.Don","2857017"
"Allium ampeloprasum L.","Allium ampeloprasum",145,"G","p",6,8,3,"s","so","a3",NA,"in","zo",NA,"B",NA,"Yes","Allium ampeloprasum L.","2856037"
"Allium rotundum L.","Allium rotundum",146,"G","p",6,8,3,"sv","so","a3",NA,"se, in","se, zo",NA,"B","T6.2.2.2, T9.1.1.3, T9.3.2.1",NA,"Allium rotundum L.","2855963"
"Allium sativum L.","Allium sativum",147,"G","p",7,8,2,"v","so","a2",NA,"in","zo",NA,"B",NA,NA,"Allium sativum L.","2856681"
"Allium schoenoprasum L.","Allium schoenoprasum",148,"G","p",6,8,3,"sv","so","a1, a2","SC, C","se, in","se, zo","X, XF","B","S2.2.2, T5.1.2.2.1, T6.2.1.4.4, T7.3.2","Intermediate","Allium schoenoprasum L.","2855860"
"Allium scorodoprasum L. s. str.","Allium scorodoprasum",149,"G","p",6,7,2,"vvs","so","a2",NA,"in","zo",NA,"B","L5.2.3, T10.3.3.1, T7.3, T9.1.2.1",NA,"Allium scorodoprasum L.","9177060"
"Allium lusitanicum Lam. ","Allium lusitanicum",150,"G, H","p",7,8,2,"sv","so","a1",NA,"se, in","se, zo",NA,"B","T6.2.1.4, T6.2.2.2, T6.2.2.2.1",NA,"Allium lusitanicum Lam.","2855705"
"Allium sphaerocephalon L.","Allium sphaerocephalon",151,"G","p",6,7,2,"s","so","a1, a2",NA,"se, in","se, zo",NA,"B","T6.2.1.4, T6.2.2.3.2",NA,"Allium sphaerocephalon L.","2857616"
"Allium suaveolens Jacq.","Allium suaveolens",152,"G","p",7,9,3,"sv","so","a2",NA,"se, in","se, zo",NA,"B","T7.3.2",NA,"Allium suaveolens Jacq.","2855738"
"Allium ursinum L.","Allium ursinum",153,"G","p",5,6,2,"ssv","so, gd","a2","SC","se, in","se, zo","AF","B","L5.2.3, T1.1.1, T1.1.2.1","Intermediate","Allium ursinum L.","2857601"
"Allium victorialis L.","Allium victorialis",154,"H","p",7,8,2,"sv","so","g2, a3",NA,"ge, in","se, zo",NA,"B","T3.1.1, T3.1.6",NA,"Allium victorialis L.","2857132"
"Allium vineale L. s. str.","Allium vineale",155,"G","p",6,8,3,"vvs","so","a3",NA,"in","zo",NA,"B","T10.3.3.1, T7.1.2, T8.2.1.2, T9.1.2.1, T9.3.2.1","Yes","Allium vineale L.","7792960"
"Alnus glutinosa (L.) Gaertn.","Alnus glutinosa",156,"M","p",3,4,2,"ssv","so, mo","g2, h, a2","I, SI","wi","ab","X","W","L5.2.3, L5.2.3.2","No","Alnus glutinosa (L.) Gaertn.","2876213"
"Alnus incana (L.) Moench","Alnus incana",157,"M, N","p",2,4,3,"sv","mo",NA,"SI","wi","ab","X","W","L5.1.3","No","Alnus incana (L.) Moench","9148577"
"Alnus alnobetula (Ehrh.) K. Koch","Alnus alnobetula",158,"M, N","p",4,6,3,"s","mo","g2","SI","wi","ab","X","W","T2.3.1","No","Alnus alnobetula (Ehrh.) K.Koch","8956987"
"Alopecurus aequalis Sobol.","Alopecurus aequalis",159,"H, T","a, p",5,10,6,"sv","so","g3, g2","SC","wi, se","ab, se","AF","W","L3.1, L3.1.5, L3.2, L3.2.5, L3.3, L3.4, L3.5, L3.9.5, L3.9.7.3, L4.1, L4.2, L4.3, L4.4, L5.2.4.1","Intermediate","Alopecurus aequalis Sobol.","5290083"
"Alopecurus arundinaceus Poir.","Alopecurus arundinaceus",160,"H","p",5,6,2,"sv","so","g2","SC","wi","ab","XF","W","H1.1.3.2","No","Alopecurus arundinaceus Poir.","5290087"
"Alopecurus bulbosus Gouan","Alopecurus bulbosus",161,"H","p",5,7,3,"sv","so","g2","SC","wi","ab","XF","W","H1.1.3.2","No","Alopecurus bulbosus Gouan","5672393"
"Alopecurus geniculatus L.","Alopecurus geniculatus",162,"H, T","a, p",5,10,6,"sv","so","g3, g2","SC","wi","ab","XF","W","L3.1, L3.2, L3.3, L3.4, L3.5, L4.1, L4.2, L4.3, L4.4, L5.2.5.8, T10.3.3.1, T7.4.1","No","Alopecurus geniculatus L.","5290090"
"Alopecurus myosuroides Huds.","Alopecurus myosuroides",163,"H, T","a",5,10,6,"s","so","g3, g2","I, SI","wi","ab","X","W","T9.1.1.1","No","Alopecurus myosuroides Huds.","5290097"
"Alopecurus pratensis L.","Alopecurus pratensis",164,"H","p",5,6,2,"sv","so","g3, g2","SI","wi","ab","X","W","L5.2.5.4, T7, T7.1.2, T7.3.5","No","Alopecurus pratensis L.","5290081"
"Alopecurus rendlei Eig","Alopecurus rendlei",165,"H, T","a",5,6,2,"s","so","g2",NA,"wi","ab","X","W","T7.1","No","Alopecurus rendlei Eig","5290073"
"Althaea hirsuta L.","Althaea hirsuta",166,"T","a",7,8,2,"s","so",NA,"SC","se, in","se, zo","AFXF","B","T8.3.1",NA,"Althaea hirsuta L.","3152521"
"Althaea officinalis L.","Althaea officinalis",167,"H","p",7,9,3,"s","so","a2","SC","se, in","se, zo","AFXF","B","H1.1.3, L4.4, L5.2.5, T7.3","Intermediate","Althaea officinalis L.","3152520"
"Alyssum alyssoides (L.) L.","Alyssum alyssoides",168,"H","a",4,9,6,"s","so","g1, h","SC","se, in","se, zo","XF","AB","T10.3.4.2, T5.2.3, T6.2.2.4.6","Intermediate","Alyssum alyssoides (L.) L.","3044855"
"Alyssum montanum L.","Alyssum montanum",169,"C","p",3,5,3,"s","so","h",NA,"se, in","se, zo",NA,"AB","T6.1.2.2, T6.1.2.3, T6.2, T6.2.1.4.1, T6.2.2.4.7",NA,"Alyssum montanum L.","3044912"
"Alyssum murale Waldst. & Kit.","Alyssum murale",170,"H","p",5,6,2,"s","so","h",NA,"se, in","se, zo",NA,"AB",NA,NA,"Alyssum murale Waldst. & Kit.","3045111"
"Alyssum saxatile L.","Aurinia saxatilis",171,"S","p",4,5,2,"ssv","so","h","SI","in","zo","X","AB","T5.2.3","Yes","Aurinia saxatilis Desv.","5377778"
"Amaranthus albus L.","Amaranthus albus",172,"T","a",7,10,4,"s","mo","g2","SC","wi, se","ab, se","AF","W","L5.2.4, T8.3.2, T9.1","Intermediate","Amaranthus albus L.","7905507"
"Amaranthus blitoides S. Watson","Amaranthus blitoides",173,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W","T10.3.1","Intermediate","Amaranthus blitoides S.Watson","5384395"
"Amaranthus blitum L. s. str.","Amaranthus blitum",174,"T","a",6,10,5,"s","mo","g2","SC","wi, se","ab, se","AF","W","T8.3, T8.3.1, T9.1.1.3, T9.2","Intermediate","Amaranthus blitum L.","8911082"
"Amaranthus bouchonii Thell.","Amaranthus bouchonii",175,"T","a",6,10,5,"s","mo","g2","SC","wi, se","ab, se","AF","W","T8.3","Intermediate","Amaranthus bouchonii Thell.","5384361"
"Amaranthus caudatus L.","Amaranthus caudatus",176,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W",NA,"Intermediate","Amaranthus caudatus L.","6109611"
"Amaranthus crispus (Lesp. & Thevenau) N. Terracc.","Amaranthus crispus",177,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W",NA,"Intermediate","Amaranthus crispus (Lesp. & Thév.) N.Terracc.","5384341"
"Amaranthus cruentus L. s. str.","Amaranthus cruentus",178,"T","a",7,10,4,"s","mo","g2","SC","wi, se","ab, se","AF","W","T8.3","Intermediate","Amaranthus cruentus L.","5384390"
"Amaranthus deflexus L.","Amaranthus deflexus",179,"T","a",6,10,5,"s","mo","g2","SC","wi, se","ab, se","AF","W","T7.4.2","Intermediate","Amaranthus deflexus L.","5384396"
"Amaranthus emarginatus Moq. ex Uline & W. L. Bray","Amaranthus emarginatus",180,"T","a",7,10,4,"s","mo","g2","SC","wi, se","ab, se","AF","W","T8.3, T9.1","Intermediate","Amaranthus emarginatus Salzm. ex Uline & W.L.Bray","7323250"
"Amaranthus graecizans L.","Amaranthus graecizans",181,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W","T8.3.1, T9.1, T9.1.1, T9.1.1.1, T9.1.1.1.1, T9.1.1.1.2, T9.1.1.2, T9.1.1.3, T9.1.2, T9.1.2.1, T9.3.2.1","Intermediate","Amaranthus graecizans L.","5384373"
"Amaranthus hypochondriacus L. s. str.","Amaranthus hypochondriacus",182,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W",NA,"Intermediate","Amaranthus hypochondriacus L.","9080185"
"Amaranthus chlorostachys Willd. s. str.","Amaranthus cruentus",183,"T","a",7,10,4,"s","mo","g2","SC","wi, se","ab, se","AF","W","T10.7, T8.3.1, T9.1.1.3, T9.1.4","Intermediate","Amaranthus cruentus L.","5384390"
"Amaranthus powellii S. Watson","Amaranthus powellii",184,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W","T8.3.1, T9.1.1.3, T9.1.4","Intermediate","Amaranthus powellii S.Watson","5384359"
"Amaranthus retroflexus L.","Amaranthus retroflexus",185,"T","a",7,9,3,"s","mo","g2","SC","wi, se","ab, se","AF","W","L5.2.4, T8.3.1, T9.1.1.3","Intermediate","Amaranthus retroflexus L.","6109534"
"Amaranthus standleyanus Parodi ex Covas","Amaranthus standleyanus",186,"T","a",7,10,4,"s","mo","g2","SC","wi, se","ab, se","AF","W",NA,"Intermediate","Amaranthus standleyanus Parodi ex Covas","5548401"
"Ambrosia artemisiifolia L.","Ambrosia artemisiifolia",187,"T","a",8,10,3,"s","mo, gd",NA,"SC","wi","ab","AFXF","W","T10.3.1.2, T10.3.2, T8.3.1","No","Ambrosia artemisiifolia L.","8002952"
"Ambrosia coronopifolia Torr. & A. Gray","Ambrosia psilostachya",188,"H","p",8,10,3,"vvs","mo",NA,NA,"wi","ab",NA,"W",NA,NA,"Ambrosia psilostachya DC.","3110686"
"Ambrosia trifida L.","Ambrosia trifida",189,"T","a",8,10,3,"s","mo","g1","C","wi","ab","AFXF","W","L4.1, L5.2.5.5, T10.3.3.1, T8.2.1","No","Ambrosia trifida L.","3110588"
"Amelanchier alnifolia (Nutt.) Nutt.","Amelanchier alnifolia",190,"N","p",4,5,2,"s","so",NA,"SC","se, in","se, zo","AFXF","A",NA,NA,"Amelanchier alnifolia Nutt.","8168485"
"Amelanchier lamarckii F. G. Schroed.","Amelanchier lamarckii",191,"N","p",4,5,2,"s","so","g1","SC","se, in","se, zo","AFXF","A","T1.1.2.3","Intermediate","Amelanchier lamarckii F.G.Schroed.","3024109"
"Amelanchier ovalis Medik.","Amelanchier ovalis",192,"N","p",4,5,2,"ssv","so","a2","SC","se, in","se, zo","XF","A","T1.1.2.4, T1.1.2.5, T1.4.1.3","Intermediate","Amelanchier ovalis Medik.","3023878"
"Amelanchier spicata (Lam.) K. Koch","Amelanchier spicata",193,"N","p",4,5,2,"sv","so",NA,"SC","se, in","se, zo","XF","A","T1.1.2.5",NA,"Amelanchier spicata K.Koch","3023852"
"Ammi majus L.","Ammi majus",194,"T","a",6,9,4,"s","am","a2","SC","in","zo","XF","A",NA,"Intermediate","Ammi majus L.","3034182"
"Ammophila arenaria (L.) Link","Ammophila arenaria",195,"G","p",6,7,2,"vvs","so","g1, a3","I","wi, se","ab, se","X","W","H1.2.2.4","Intermediate","Ammophila arenaria Link","5289845"
"Amorpha fruticosa L.","Amorpha fruticosa",196,"N","p",6,9,4,"s","so","g1",NA,"se, in","se, zo",NA,"H","L5.2",NA,"Amorpha fruticosa L.","5357407"
"Anacamptis pyramidalis (L.) Rich.","Anacamptis pyramidalis",197,"G","p",6,7,2,"s","so",NA,"SC","in","zo","X","F","T6.2.2.2.3, T7.3.2",NA,"Anacamptis pyramidalis Rich.","2808330"
"Anagallis arvensis L.","Lysimachia arvensis",198,"T","a",6,10,5,"s","so","h","SC","se, pk, in","se, se, zo","AF","Po","T10.3.4.1, T8.3.1, T9.1, T9.1.2.1, T9.3.2.1","Intermediate","Lysimachia arvensis (L.) U.Manns & Anderb.","8184903"
"Anagallis foemina Mill.","Lysimachia foemina",199,"T","a",6,9,4,"s","so","h","SC","se, pk, in","se, se, zo","AF","Po","T9.1.2.2","Intermediate","Lysimachia foemina (Mill.) U.Manns & Anderb.","8368021"
"Anagallis tenella (L.) L.","Lysimachia tenella",200,"H","p",7,8,2,"sv","so","h",NA,"in","zo",NA,"Po","L3.1.6, L3.2.6, L3.9.6, S1.1",NA,"Lysimachia tenella L.","4005183"
"Anaphalis margaritacea (L.) Benth.","Anaphalis margaritacea",201,"H","p",7,9,3,"sv","do",NA,NA,"in","zo","X","B","T2.2.2","Yes","Anaphalis margaritacea (L.) Benth. & Hook.f.","4926336"
"Anarrhinum bellidifolium (L.) Willd.","Anarrhinum bellidifolium",202,"C","b, p",6,8,3,"s","so",NA,NA,"se, in","se, zo",NA,"H","T5.1.1.2",NA,"Anarrhinum bellidifolium (L.) Willd.","8114833"
"Anchusa arvensis (L.) M. Bieb. s. l.","Lycopsis arvensis",203,"H, T","a",5,9,5,"s","so","h",NA,"se, in","se, zo",NA,"H","T8.3.1, T9.1.1.3",NA,"Lycopsis arvensis L.","5341197"
"Anchusa azurea Mill.","Anchusa azurea",204,"H","b, p",5,9,5,"s","so",NA,NA,"se, in","se, zo",NA,"H","T10.3.1",NA,"Anchusa azurea Mill.","5341198"
"Anchusa officinalis L.","Anchusa officinalis",205,"H","b, p",5,8,4,"s","so, gm, gd","h","SC, SI","se, in","se, zo","X, AFXF","H","T10.3.3.1, T10.3.4.2, T8.2.2.5","Intermediate","Anchusa officinalis L.","5341201"
"Andromeda polifolia L.","Andromeda polifolia",206,"S","p",5,8,4,"vvs","so","h","SC, C","se, in","se, zo","AFXF","B","S1.3","Intermediate","Andromeda polifolia L.","5333413"
"Androsace chamaejasme Wulfen","Androsace chamaejasme",207,"C","p",6,7,2,"sv","so","g2, h","SC","se, in","se, zo","AFXF","B","T3.2.3","Intermediate","Androsace chamaejasme Wulfen","7859285"
"Androsace elongata L.","Androsace elongata",208,"T","a",4,5,2,"s","so","h","SC","se, in","se, zo","AFXF","B","T6.1.2.1","Intermediate","Androsace elongata L.","3169325"
"Androsace hausmannii Leyb.","Androsace hausmannii",209,"C","p",7,8,2,"s","so","g2, h","SC","se, in","se, zo","AFXF","B","T5.2.2.2.1","Intermediate","Androsace hausmannii Leyb.","8089998"
"Androsace helvetica (L.) All.","Androsace helvetica",210,"C","p",5,7,3,"s","so","g2, h","SC","se, in","se, zo","XF","B","T5.2.2.2.1","Intermediate","Androsace helvetica All.","4006455"
"Androsace lactea L.","Androsace lactea",211,"H","p",6,7,2,"sv","so","h","SC","se, in","se, zo","AFXF","B","T3.4.2.1","Intermediate","Androsace lactea L.","8001549"
"Androsace maxima L.","Androsace maxima",212,"H, T","a",4,5,2,"s","so","h","SC","se, in","se, zo","AFXF","B","T9.1.2.2","Intermediate","Androsace maxima L.","3169329"
"Androsace obtusifolia All.","Androsace obtusifolia",213,"C","p",6,7,2,"s","so","g2, h","SC","se, in","se, zo","AFXF","B","T3.4.1","Intermediate","Androsace obtusifolia All.","4005658"
"Androsace septentrionalis L.","Androsace septentrionalis",214,"H, T","a",4,6,3,"s","so","h","SC","se, in","se, zo","AFXF","B","T6.2.1.4","Intermediate","Androsace septentrionalis L.","3169326"
"Anemone narcissiflora L.","Anemonastrum narcissiflorum",215,"G","p",5,7,3,"sv","so, am","a2",NA,"se, in","se, zo",NA,"Po","T3.1.6, T3.2.3",NA,"Anemonastrum narcissiflorum (L.) Holub","8870733"
"Anemone nemorosa L.","Anemone nemorosa",216,"G","p",3,5,3,"vvs","so","g1, a2","I","se, in","se, zo","XF","Po","L5.2.3, T1.1.1, T1.1.2.3","Intermediate","Anemone nemorosa L.","3033263"
"Anemone ranunculoides L.","Anemone ranunculoides",217,"G","p",4,5,2,"sv","so, am","g1",NA,"se, in","se, zo",NA,"Po","L5.2.3, T1.1.1.3",NA,"Anemone ranunculoides L.","3033266"
"Anemone sylvestris L.","Anemone sylvestris",218,"H","p",4,6,3,"sv","so","g1, h, a1",NA,"se, in","se, zo",NA,"Po","T1.4.1.2, T1.4.1.3",NA,"Anemone sylvestris L.","3922888"
"Anemone x seemenii Camus ","Anemone lipsiensis",219,"G","p",3,5,3,"v","so",NA,NA,"in","zo",NA,"Po","L5.2.3, T1.1.1.3",NA,"Anemone lipsiensis Beck","3925485"
"Anethum graveolens L.","Anethum graveolens",220,"T","a",7,9,3,"s","so, am","h","SC","se, in","se, zo","AFXF","A",NA,"Intermediate","Anethum graveolens L.","3034646"
"Angelica archangelica L.","Angelica archangelica",221,"H","b, h",6,8,3,"s","am","a3","SC","in","zo","XF","A","H1.3, L5.2.5.5","Yes","Angelica archangelica L.","5371808"
"Angelica palustris (Besser) Hoffm.","Ostericum palustre",222,"H","b, h",7,8,2,"s","am","a2","SC","in","zo","XF","A","L5.2.3","Intermediate","Ostericum palustre Besser","3637114"
"Angelica sylvestris L.","Angelica sylvestris",223,"H","b, h",7,9,3,"s","am","a1","SC","in","zo","XF","A","L5.2.3, L5.2.5.4, T3.1.1, T7.3, T8.2.1.1","Intermediate","Angelica sylvestris L.","5371818"
"Antennaria carpatica (Wahlenb.) Bluff & Fingerh.","Antennaria carpatica",224,"H","p",6,8,3,"sv","do",NA,NA,"in","zo","X","B","T3.2.3, T3.4.1","Yes","Antennaria carpatica (Wahlenb.) Bluff & Fingerh.","7847414"
"Antennaria dioica (L.) Gaertn.","Antennaria dioica",225,"C","p",5,6,2,"sv","do",NA,NA,"in","zo","X","B","T1.4.1.2, T1.4.1.3, T4.2, T6.2.1.5, T6.2.2.2.3","Yes","Antennaria dioica Gaertn.","5385604"
"Anthemis arvensis L.","Anthemis arvensis",226,"H, T","a",5,10,6,"s","gm","a2","SI","in","zo","X","B","T9.1, T9.1.1.1, T9.1.1.2","Yes","Anthemis arvensis L.","3102781"
"Anthemis austriaca Jacq.","Cota austriaca",227,"T","a",7,9,3,"s","gm",NA,NA,"in","zo",NA,"B","T8.2.2.5, T8.3.1, T9.1",NA,"Cota austriaca Sch.Bip.","5390636"
"Anthemis cotula L.","Anthemis cotula",228,"H, T","a",6,10,5,"s","gm",NA,"I","in","zo","X","B","T10.1.6, T8.3.1, T9.1",NA,"Anthemis cotula L.","8035698"
"Anthemis ruthenica M. Bieb.","Anthemis ruthenica",229,"T","a",5,8,4,"s","gm",NA,NA,"in","zo",NA,"B","T10.3.1.2, T10.3.2, T8.2.2.5, T8.3.1, T9.1.1.1",NA,"Anthemis ruthenica M.Bieb.","3102823"
"Anthemis tinctoria L.","Cota tinctoria",230,"H","p",6,9,4,"s","gm","a2",NA,"in","zo",NA,"B","T10.3.1.3, T6.1.2.3, T7.5.2.1, T8.2.2.2",NA,"Cota tinctoria J.Gay","5390618"
"Anthericum liliago L.","Anthericum liliago",231,"H","p",5,6,2,"sv","so","h","SC","se, in","se, zo","AFXF","A","T1.1.2.4.1, T6.2.2.2.1","Intermediate","Anthericum liliago L.","2773902"
"Anthericum ramosum L.","Anthericum ramosum",232,"H","p",6,8,3,"sv","so","h","SC, C","in","zo","XF","A","T1.1.1.4, T1.4.1.3, T6.2.2.2.3, T6.2.2.3.1","Intermediate","Anthericum ramosum L.","2773942"
"Anthoxanthum alpinum Å. Löve & D. Löve","Anthoxanthum nipponicum",233,"H","p",5,7,3,"sv","so","g2",NA,"wi","ab",NA,"W","S2.2.1, T3.4.1",NA,"Anthoxanthum nipponicum Honda","4133640"
"Anthoxanthum aristatum Boiss.","Anthoxanthum aristatum",234,"T","a",5,7,3,"s","so","g2",NA,"wi","ab",NA,"W","T10.3.1, T9.1.1.1",NA,"Anthoxanthum aristatum Boiss.","2705972"
"Anthoxanthum odoratum L. s. str.","Anthoxanthum odoratum",235,"H","p",5,6,2,"sv","so","g3, g2","C, SI","wi, se","ab, se","X, XF","W","S1.1, T1.1.2.5, T4, T7","Intermediate","Anthoxanthum odoratum L.","2705975"
"Anthriscus caucalis M. Bieb.","Anthriscus caucalis",236,"H, T","a",5,6,2,"s","so","h","SC","se, in","se, zo","AF","A","T10.3.3.1, T2.1, T8.2.1.2, T8.3.1","Intermediate","Anthriscus caucalis M.Bieb.","5371743"
"Anthriscus cerefolium (L.) Hoffm.","Anthriscus cerefolium",237,"H, T","a",5,8,4,"s","am","a2","SC","in","zo","AFXF","A","T2.1, T8.2.1.2","Intermediate","Anthriscus cerefolium Hoffm.","5371746"
"Anthriscus nitida (Wahlenb.) Hazsl.","Anthriscus nitidus",238,"H","p",6,8,3,"sv","am","a2","SC","in","zo","XF","A","T1.1.1.6, T1.1.2.1","Intermediate","Anthriscus nitidus (Wahlenb.) Hazsl.","8134008"
"Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris",239,"H","p",5,8,4,"ssv","am","a2, a3","SC","ge, in","se, zo","XF","A","T10.3.3.1, T5.1, T7.1.2, T7.1.3, T8.2.1, T8.2.2.6","Intermediate","Anthriscus sylvestris (L.) Hoffm.","5371742"
"Anthyllis vulneraria L. s. l.","Anthyllis vulneraria",240,"H","p",5,8,4,"s","so, gd","h, a2","SC","se, in","se, zo","X, AFXF, AF","H","T1.4.1.3, T10.3.3.1, T10.3.4.2, T10.5.4, T3.4.2, T6.2.2.2, T6.2.2.2.3, T6.2.4.2, T7.1.2","Intermediate","Anthyllis vulneraria L.","5352367"
"Antirrhinum majus L.","Antirrhinum majus",241,"C, T","a, p",6,9,4,"s","so","h","SC, I, SI","se, in","se, zo","XF","Hh","T5.2.2, T9.2","Intermediate","Antirrhinum majus L.","3172001"
"Apera interrupta (L.) P. Beauv.","Apera interrupta",242,"H, T","a",6,7,2,"s","so",NA,NA,"wi","ab",NA,"W","T6.2.1.4.4",NA,"Apera interrupta (L.) P.Beauv.","5289643"
"Apera spica-venti (L.) P. Beauv.","Apera spica",243,"H, T","a",6,7,2,"s","so","h","SC, SI","wi","ab","X","W","T8.3","No","Apera spica-venti P.Beauv.","5289642"
"Aphanes arvensis L.","Aphanes arvensis",244,"H, T","a",5,9,5,"s","so","h, a2","SC","se, in","se, zo","AF","A","T9.1.1.1","Intermediate","Aphanes arvensis L.","5365013"
"Aphanes australis Rydb.","Aphanes australis",245,"H, T","a",5,9,5,"s","so","a2","SC","se, in","se, zo","AF","A","L3.9.7.3, T6.2.1.4.5","Intermediate","Aphanes australis Rydb.","5365026"
"Apium graveolens L.","Apium graveolens",246,"H","b",7,9,3,"s","so","a1","SC","se, in","se, zo","AF","A","H2, T4.4","Intermediate","Apium graveolens L.","5371879"
"Apium inundatum (L.) Rchb. f.","Helosciadium inundatum",247,"A, H","p",6,7,2,"sv","so","a1","SC","se, in","se, zo","AF","A","L3.3, L3.3.6.2","Intermediate","Helosciadium inundatum W.D.J.Koch","3631418"
"Apium nodiflorum (L.) Lag.","Helosciadium nodiflorum",248,"H","p",7,9,3,"sv","so","a3","SC","in","zo","XF","A","L4.1","Yes","Helosciadium nodiflorum W.D.J.Koch","3631293"
"Apium repens (Jacq.) Lag.","Helosciadium repens",249,"H","p",7,9,3,"sv",NA,NA,"SC","se, in","se, zo","XF","A","L4.4",NA,"Helosciadium repens W.D.J.Koch","7456091"
